record_id,market,drug_name_raw,active_ingredient,strength,dosage_form,manufacturer,package_image_file,image_source_url,image_direct_url,license,image_author,source_note
1,Yemen / global medicines,14418-broken-tamperproof-seal,,,,,images/0d3a2da721d2.jpg,https://commons.wikimedia.org/wiki/File%3A14418-broken-tamperproof-seal.jpg,https://upload.wikimedia.org/wikipedia/commons/4/49/14418-broken-tamperproof-seal.jpg,Public domain,CDC/ Debora Cartagena,Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
2,Yemen / global medicines,200mgTramadol,,,,,images/75917dbc3945.jpg,https://commons.wikimedia.org/wiki/File%3A200mgTramadol.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/200mgTramadol.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Rotellam1"" title=""User:Rotellam1"">Rotellam1</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
3,Yemen / global medicines,2016-03-05 sáb 182531 - Trimebutina Andrómaco,,,,,images/64686eb972c6.jpg,https://commons.wikimedia.org/wiki/File%3A2016-03-05_s%C3%A1b_182531_-_Trimebutina_Andr%C3%B3maco.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/2016-03-05_s%C3%A1b_182531_-_Trimebutina_Andr%C3%B3maco.jpg/1280px-2016-03-05_s%C3%A1b_182531_-_Trimebutina_Andr%C3%B3maco.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Soy_Juampayo"" title=""User:Soy Juampayo"">Juampayo de Pelo Largo</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
4,Yemen / global medicines,2017-05-31 Pharmacy Museum in Kraków 4,,,,,images/11f4cfdf47dd.jpg,https://commons.wikimedia.org/wiki/File%3A2017-05-31_Pharmacy_Museum_in_Krak%C3%B3w_4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/2017-05-31_Pharmacy_Museum_in_Krak%C3%B3w_4.jpg/1280px-2017-05-31_Pharmacy_Museum_in_Krak%C3%B3w_4.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Maxim75"" title=""User:Maxim75"">Maksym Kozlenko</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
5,Yemen / global medicines,20190311 庆大霉素、参苓健脾胃,,,,,images/f2927a83456b.jpg,https://commons.wikimedia.org/wiki/File%3A20190311_%E5%BA%86%E5%A4%A7%E9%9C%89%E7%B4%A0%E3%80%81%E5%8F%82%E8%8B%93%E5%81%A5%E8%84%BE%E8%83%83.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/20190311_%E5%BA%86%E5%A4%A7%E9%9C%89%E7%B4%A0%E3%80%81%E5%8F%82%E8%8B%93%E5%81%A5%E8%84%BE%E8%83%83.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Ww9980"" title=""User:Ww9980"">WFan</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
6,Yemen / global medicines,20190311 庆大霉素反面,,,,,images/dc41fb65f9f0.jpg,https://commons.wikimedia.org/wiki/File%3A20190311_%E5%BA%86%E5%A4%A7%E9%9C%89%E7%B4%A0%E5%8F%8D%E9%9D%A2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/20190311_%E5%BA%86%E5%A4%A7%E9%9C%89%E7%B4%A0%E5%8F%8D%E9%9D%A2.jpg/1280px-20190311_%E5%BA%86%E5%A4%A7%E9%9C%89%E7%B4%A0%E5%8F%8D%E9%9D%A2.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Ww9980"" title=""User:Ww9980"">WFan</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
7,Yemen / global medicines,2023 Tribiotic,,,,,images/f4fbf3ae3d72.jpg,https://commons.wikimedia.org/wiki/File%3A2023_Tribiotic.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/2023_Tribiotic.jpg/1280px-2023_Tribiotic.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Jacek_Halicki"" title=""User:Jacek Halicki"">Jacek Halicki</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
8,Yemen / global medicines,610happu,,,,,images/cf108003373e.jpg,https://commons.wikimedia.org/wiki/File%3A610happu.JPG,https://upload.wikimedia.org/wikipedia/commons/e/e7/610happu.JPG,CC BY 3.0,teruteru21,Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
9,Yemen / global medicines,64a01mdpqdyb1,,,,,images/9b80e85e1382.jpg,https://commons.wikimedia.org/wiki/File%3A64a01mdpqdyb1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/64a01mdpqdyb1.jpg/1280px-64a01mdpqdyb1.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Destaniderrico&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Destaniderrico (page does not exist)"">Destaniderrico</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
10,Yemen / global medicines,A History Of Psychotropics - Flickr - schoschie,,,,,images/431c1c80d4c1.jpg,https://commons.wikimedia.org/wiki/File%3AA_History_Of_Psychotropics_-_Flickr_-_schoschie.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/A_History_Of_Psychotropics_-_Flickr_-_schoschie.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/87569910@N00"">Niels Heidenreich</a> from Hannover, Germany",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
11,Yemen / global medicines,ABDIFLY Aripiprazole 15mg,,,,,images/6bd9081e4532.jpg,https://commons.wikimedia.org/wiki/File%3AABDIFLY_Aripiprazole_15mg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/ABDIFLY_Aripiprazole_15mg.jpg/1280px-ABDIFLY_Aripiprazole_15mg.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mystrixo&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mystrixo (page does not exist)"">Mystrixo</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
12,Yemen / global medicines,Accofil,,,,,images/4ac058616334.jpg,https://commons.wikimedia.org/wiki/File%3AAccofil.JPG,https://upload.wikimedia.org/wikipedia/commons/9/9b/Accofil.JPG,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Sushil-Intas&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Sushil-Intas (page does not exist)"">Sushil-Intas</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
13,Yemen / global medicines,Acenocumarole,,,,,images/e0d9508bf18c.jpg,https://commons.wikimedia.org/wiki/File%3AAcenocumarole.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Acenocumarole.jpg/1280px-Acenocumarole.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:BQmUB2011115&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:BQmUB2011115 (page does not exist)"">BQmUB2011115</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
14,Yemen / global medicines,ActivatedCharcoal,,,,,images/4c2b06a05582.jpg,https://commons.wikimedia.org/wiki/File%3AActivatedCharcoal.JPG,https://upload.wikimedia.org/wikipedia/commons/6/6a/ActivatedCharcoal.JPG,CC BY 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Jmh649"" class=""mw-redirect"" title=""User:Jmh649"">James Heilman, MD</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
15,Yemen / global medicines,Adenosine (1),,,,,images/d22b970269f5.jpg,https://commons.wikimedia.org/wiki/File%3AAdenosine_%281%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Adenosine_%281%29.JPG/1280px-Adenosine_%281%29.JPG,CC BY 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Intropin"" title=""User:Intropin"">Intropin</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
16,Yemen / global medicines,Adrenalin,,,,,images/57848c482929.jpg,https://commons.wikimedia.org/wiki/File%3AAdrenalin.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Adrenalin.jpg/1280px-Adrenalin.jpg,CC BY 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mvejr&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mvejr (page does not exist)"">Mvejr</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
17,Yemen / global medicines,Advertisment for Calpol Wellcome L0034495,,,,,images/4a14a587edd7.jpg,https://commons.wikimedia.org/wiki/File%3AAdvertisment_for_Calpol_Wellcome_L0034495.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Advertisment_for_Calpol_Wellcome_L0034495.jpg,CC BY 4.0,,Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
18,Yemen / global medicines,Afobazole,,,,,images/1cc5680f192a.jpg,https://commons.wikimedia.org/wiki/File%3AAfobazole.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Afobazole.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Nootropic_dude&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Nootropic dude (page does not exist)"">Nootropic dude</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
19,Yemen / global medicines,Agen-5,,,,,images/a74dda347889.jpg,https://commons.wikimedia.org/wiki/File%3AAgen-5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Agen-5.jpg/1280px-Agen-5.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Wesalius"" title=""User:Wesalius"">Wesalius</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
20,Yemen / global medicines,Aguja indolora Acofar,,,,,images/febc5bbfa507.jpg,https://commons.wikimedia.org/wiki/File%3AAguja_indolora_Acofar.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/Aguja_indolora_Acofar.jpg,CC BY-SA 4.0,"<a rel=""nofollow"" class=""external free"" href=""https://www.acofarma.com/"">https://www.acofarma.com/</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
21,Yemen / global medicines,"Alcover 17,5 - Gamma-Hydroxybutyric acid",,,,,images/e669dfbd00a7.jpg,https://commons.wikimedia.org/wiki/File%3AAlcover_17%2C5_-_Gamma-Hydroxybutyric_acid.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Alcover_17%2C5_-_Gamma-Hydroxybutyric_acid.JPG/1280px-Alcover_17%2C5_-_Gamma-Hydroxybutyric_acid.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:La_Cara_Salma"" title=""User:La Cara Salma"">La Cara Salma</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
22,Yemen / global medicines,Aldactone,,,,,images/c9d91195453b.jpg,https://commons.wikimedia.org/wiki/File%3AAldactone.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Aldactone.JPG/1280px-Aldactone.JPG,CC0,"<a href=""//commons.wikimedia.org/wiki/User:Miansari66"" title=""User:Miansari66"">Miansari66</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
23,Yemen / global medicines,Algifen-neo,,,,,images/d1d8cb5ad7fc.jpg,https://commons.wikimedia.org/wiki/File%3AAlgifen-neo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Algifen-neo.jpg/1280px-Algifen-neo.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Wesalius"" title=""User:Wesalius"">Wesalius</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
24,Yemen / global medicines,Almacin,,,,,images/01a075e39bf6.jpg,https://commons.wikimedia.org/wiki/File%3AAlmacin.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Almacin.jpg/1280px-Almacin.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:MKD&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:MKD (page does not exist)"">MKD</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
25,Yemen / global medicines,Alphagan Korean,,,,,images/dd6f9e000a73.jpg,https://commons.wikimedia.org/wiki/File%3AAlphagan_Korean.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Alphagan_Korean.jpg/1280px-Alphagan_Korean.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Twotwo2019"" title=""User:Twotwo2019"">Twotwo2019</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
26,Yemen / global medicines,Alte Sepso Präparate,,,,,images/b08c32daa910.jpg,https://commons.wikimedia.org/wiki/File%3AAlte_Sepso_Pr%C3%A4parate.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Alte_Sepso_Pr%C3%A4parate.jpg/1280px-Alte_Sepso_Pr%C3%A4parate.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:HoSoBeyer&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:HoSoBeyer (page does not exist)"">HoSoBeyer</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
27,Yemen / global medicines,Aminoleban EN powder mix,,,,,images/6743bf9179dc.jpg,https://commons.wikimedia.org/wiki/File%3AAminoleban_EN_powder_mix.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1d/Aminoleban_EN_powder_mix.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Kan.zo&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Kan.zo (page does not exist)"">Kan.zo</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
28,Yemen / global medicines,Amiodarone UA,,,,,images/60070b0bd8a2.jpg,https://commons.wikimedia.org/wiki/File%3AAmiodarone_UA.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Amiodarone_UA.JPG/1280px-Amiodarone_UA.JPG,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Dctrzl&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Dctrzl (page does not exist)"">Dctrzl</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
29,Yemen / global medicines,Amitriptyline gouttes,,,,,images/35369c2c4aa7.jpg,https://commons.wikimedia.org/wiki/File%3AAmitriptyline_gouttes.JPG,https://upload.wikimedia.org/wikipedia/commons/1/13/Amitriptyline_gouttes.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Kevin.Bou"" title=""User:Kevin.Bou"">Kevin.Bou</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
30,Yemen / global medicines,"Ammonia inhalants, to revive patient from fainting of shock, to be used as smelling salts, front side",,,,,images/bfc72efa2b0b.jpg,https://commons.wikimedia.org/wiki/File%3AAmmonia_inhalants%2C_to_revive_patient_from_fainting_of_shock%2C_to_be_used_as_smelling_salts%2C_front_side.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Ammonia_inhalants%2C_to_revive_patient_from_fainting_of_shock%2C_to_be_used_as_smelling_salts%2C_front_side.JPG/1280px-Ammonia_inhalants%2C_to_revive_patient_from_fainting_of_shock%2C_to_be_used_as_smelling_salts%2C_front_side.JPG,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:KingaNBM"" title=""User:KingaNBM"">KingaNBM</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
31,Yemen / global medicines,"Ammonia inhalants, to revive patient from fainting of shock, to be used as smelling salts",,,,,images/2c35ad7e0bf7.jpg,https://commons.wikimedia.org/wiki/File%3AAmmonia_inhalants%2C_to_revive_patient_from_fainting_of_shock%2C_to_be_used_as_smelling_salts.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Ammonia_inhalants%2C_to_revive_patient_from_fainting_of_shock%2C_to_be_used_as_smelling_salts.JPG/1280px-Ammonia_inhalants%2C_to_revive_patient_from_fainting_of_shock%2C_to_be_used_as_smelling_salts.JPG,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:KingaNBM"" title=""User:KingaNBM"">KingaNBM</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
32,Yemen / global medicines,Amoxicilline Mylan 1g,,,,,images/db4f0935e176.jpg,https://commons.wikimedia.org/wiki/File%3AAmoxicilline_Mylan_1g.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Amoxicilline_Mylan_1g.jpg/1280px-Amoxicilline_Mylan_1g.jpg,CC0,"<a href=""//commons.wikimedia.org/wiki/User:Torfanomazine"" title=""User:Torfanomazine"">Torfanomazine</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
33,Yemen / global medicines,Amoxiclav Sandoz Mylan,,,,,images/f5cad105a983.jpg,https://commons.wikimedia.org/wiki/File%3AAmoxiclav_Sandoz_Mylan.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Amoxiclav_Sandoz_Mylan.JPG/1280px-Amoxiclav_Sandoz_Mylan.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Barbirossa&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Barbirossa (page does not exist)"">Barbirossa</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
34,Yemen / global medicines,"Anaesthesia; Ether can, c.1930 Wellcome L0018321",,,,,images/e36629a24a4c.jpg,https://commons.wikimedia.org/wiki/File%3AAnaesthesia%3B_Ether_can%2C_c.1930_Wellcome_L0018321.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Anaesthesia%3B_Ether_can%2C_c.1930_Wellcome_L0018321.jpg/1280px-Anaesthesia%3B_Ether_can%2C_c.1930_Wellcome_L0018321.jpg,CC BY 4.0,,Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
35,Yemen / global medicines,Andmekaeve retseptiravimite väljastamise monitooringus (PDMP),,,,,images/de1dce601a6b.jpg,https://commons.wikimedia.org/wiki/File%3AAndmekaeve_retseptiravimite_v%C3%A4ljastamise_monitooringus_%28PDMP%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Andmekaeve_retseptiravimite_v%C3%A4ljastamise_monitooringus_%28PDMP%29.jpg/1280px-Andmekaeve_retseptiravimite_v%C3%A4ljastamise_monitooringus_%28PDMP%29.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Ndrk_Ktsr&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ndrk Ktsr (page does not exist)"">Ndrk Ktsr</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
36,Yemen / global medicines,Anopyrin-400mg,,,,,images/95a3984dd2e2.jpg,https://commons.wikimedia.org/wiki/File%3AAnopyrin-400mg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Anopyrin-400mg.jpg/1280px-Anopyrin-400mg.jpg,CC BY 3.0,Mvejr,Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
37,Yemen / global medicines,Anti-heartburnMedicine,,,,,images/b9623078e3e8.jpg,https://commons.wikimedia.org/wiki/File%3AAnti-heartburnMedicine.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Anti-heartburnMedicine.jpg/1280px-Anti-heartburnMedicine.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Styroks&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Styroks (page does not exist)"">Styroks</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
38,Yemen / global medicines,Apaurin,,,,,images/3a0f282a339e.jpg,https://commons.wikimedia.org/wiki/File%3AApaurin.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Apaurin.jpg/1280px-Apaurin.jpg,CC BY 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mvejr&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mvejr (page does not exist)"">Mvejr</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
39,Yemen / global medicines,Apernyl1,,,,,images/bbd924adeb2e.jpg,https://commons.wikimedia.org/wiki/File%3AApernyl1.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Apernyl1.JPG/1280px-Apernyl1.JPG,GPL,"<a href=""//commons.wikimedia.org/wiki/User:Sterilgutassistentin"" title=""User:Sterilgutassistentin"">Sterilgutassistentin</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
40,Yemen / global medicines,Apernyl2,,,,,images/805a93b8b2e2.jpg,https://commons.wikimedia.org/wiki/File%3AApernyl2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Apernyl2.JPG/1280px-Apernyl2.JPG,GPL,"<a href=""//commons.wikimedia.org/wiki/User:Sterilgutassistentin"" title=""User:Sterilgutassistentin"">Sterilgutassistentin</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
41,Yemen / global medicines,Apo-amlo 5 mg tbl,,,,,images/d5876ec14f66.jpg,https://commons.wikimedia.org/wiki/File%3AApo-amlo_5_mg_tbl.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Apo-amlo_5_mg_tbl.jpg/1280px-Apo-amlo_5_mg_tbl.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Tomino_de_WS&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Tomino de WS (page does not exist)"">Tomino de WS</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
42,Yemen / global medicines,Aprovel Sales In China,,,,,images/25cd8c4450a4.jpg,https://commons.wikimedia.org/wiki/File%3AAprovel_Sales_In_China.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Aprovel_Sales_In_China.jpg/1280px-Aprovel_Sales_In_China.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Skirtick"" title=""User:Skirtick"">Skirtick</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
43,Yemen / global medicines,Ardinex,,,,,images/3fb5eac98e69.jpg,https://commons.wikimedia.org/wiki/File%3AArdinex.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Ardinex.JPG/1280px-Ardinex.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:ZngZng"" title=""User:ZngZng"">ZngZng</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
44,Yemen / global medicines,Aribit (Aripiprazole) tablets,,,,,images/e2359f30a22b.jpg,https://commons.wikimedia.org/wiki/File%3AAribit_%28Aripiprazole%29_tablets.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Aribit_%28Aripiprazole%29_tablets.jpg/1280px-Aribit_%28Aripiprazole%29_tablets.jpg,CC0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Anton0987654321&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Anton0987654321 (page does not exist)"">Anton0987654321</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
45,Yemen / global medicines,Aristocort,,,,,images/0cea3775f7e8.jpg,https://commons.wikimedia.org/wiki/File%3AAristocort.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Aristocort.jpg/1280px-Aristocort.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/User:Editor182"" class=""extiw"" title=""en:User:Editor182"">Editor182</a> (<a href=""https://en.wikipedia.org/wiki/User_talk:Editor182"" class=""extiw"" title=""en:User talk:Editor182"">talk</a>)",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
46,Yemen / global medicines,Armoire à pharmacie,,,,,images/79631b73e955.jpg,https://commons.wikimedia.org/wiki/File%3AArmoire_%C3%A0_pharmacie.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Armoire_%C3%A0_pharmacie.jpg/1280px-Armoire_%C3%A0_pharmacie.jpg,CC BY 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Palam%C3%A8de"" title=""User:Palamède"">Palamède</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
47,Yemen / global medicines,Armolipid Milan,,,,,images/29175e389e25.jpg,https://commons.wikimedia.org/wiki/File%3AArmolipid_Milan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Armolipid_Milan.jpg/1280px-Armolipid_Milan.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Th%C3%A0y_B%C3%B9i_Ph%C3%BAc_Tr%E1%BA%A1ch_-_CVA&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Thày Bùi Phúc Trạch - CVA (page does not exist)"">Thày Bùi Phúc Trạch - CVA</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
48,Yemen / global medicines,Artificial tears brands,,,,,images/c809779eff00.jpg,https://commons.wikimedia.org/wiki/File%3AArtificial_tears_brands.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Artificial_tears_brands.jpg/1280px-Artificial_tears_brands.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/User:Abelani"" class=""extiw"" title=""wikipedia:User:Abelani"">Abelani</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
49,Yemen / global medicines,Arzneimittelkapsel01,,,,,images/05dc93a71318.jpg,https://commons.wikimedia.org/wiki/File%3AArzneimittelkapsel01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Arzneimittelkapsel01.jpg/1280px-Arzneimittelkapsel01.jpg,CC BY-SA 2.0 de,"<a href=""https://de.wikipedia.org/wiki/User:CFT"" class=""extiw"" title=""de:User:CFT"">CFT</a> at <a class=""external text"" data-mw-original-href=""http://de.wikipedia.org"" href=""https://de.wikipedia.org"">de.wikipedia</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
50,Yemen / global medicines,Astamocil,,,,,images/e7545e8067d8.jpg,https://commons.wikimedia.org/wiki/File%3AAstamocil.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Astamocil.jpg/1280px-Astamocil.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Adamu_mc"" title=""User:Adamu mc"">Adamu mc</a>",Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
51,Yemen / global medicines,Atarax,,,,,images/82772b796e0f.jpg,https://commons.wikimedia.org/wiki/File%3AAtarax.JPG,https://upload.wikimedia.org/wikipedia/commons/2/2b/Atarax.JPG,Public domain,ZngZng,Real packaging/photo file from Wikimedia Commons; medication identity and Yemen registration require local verification.
